Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","ha","2773","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","t","7462.31","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2024","2024","ha","210","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01449.90","Other oil seeds, n.e.c.","2024","2024","t","589.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01709.90","Other pulses n.e.c.","2024","2024","ha","152867","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01709.90","Other pulses n.e.c.","2024","2024","t","68531.71","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","ha","6925","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","t","10869.14","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2024","2024","ha","789715","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","7062625.73","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01317","Papayas","2024","2024","ha","95363","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01317","Papayas","2024","2024","t","886528.62","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01318","Pineapples","2024","2024","ha","198573","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2024","2024","t","1611660.86","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01313","Plantains and cooking bananas","2024","2024","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01510","Potatoes","2024","2024","ha","327188","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","2024","2024","t","1228588.13","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","02951.01","Raw hides and skins of cattle","2024","2024","t","38175.26","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","02954","Raw hides and skins of goats or kids","2024","2024","t","46784.92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","02953","Raw hides and skins of sheep or lambs","2024","2024","t","29620.72","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","02211","Raw milk of cattle","2024","2024","t","527765.07","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0113","Rice","2024","2024","ha","4572900","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0113","Rice","2024","2024","t","9129900","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01921.01","Seed cotton, unginned","2024","2024","ha","588813","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.01","Seed cotton, unginned","2024","2024","t","223000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01444","Sesame seed","2024","2024","ha","350000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01444","Sesame seed","2024","2024","t","450000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21514","Sheep fat, unrendered","2024","2024","t","4557.03","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0114","Sorghum","2024","2024","ha","6100000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0114","Sorghum","2024","2024","t","6500000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0141","Soya beans","2024","2024","ha","1130000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0141","Soya beans","2024","2024","t","1150000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01802","Sugar cane","2024","2024","ha","88518","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01802","Sugar cane","2024","2024","t","1509132.57","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01530","Sweet potatoes","2024","2024","ha","1509659","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01530","Sweet potatoes","2024","2024","t","4091239.04","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01550","Taro","2024","2024","ha","1393692","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01550","Taro","2024","2024","t","8605587.3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01234","Tomatoes","2024","2024","ha","822140","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01234","Tomatoes","2024","2024","t","3726166.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01970","Unmanufactured tobacco","2024","2024","ha","9525","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01970","Unmanufactured tobacco","2024","2024","t","5577.52","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0111","Wheat","2024","2024","ha","27906","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0111","Wheat","2024","2024","t","43926.98","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01540","Yams","2024","2024","ha","8015649","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01540","Yams","2024","2024","t","65322031.57","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2024","2024","ha","1354","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2024","2024","t","9464.07","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","2024","2024","ha","202488","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","2024","2024","t","2437236","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0115","Barley","2024","2024","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0115","Barley","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01701","Beans, dry","2024","2024","ha","660495","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01701","Beans, dry","2024","2024","t","478344.26","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","02960.01","Beeswax","2024","2024","t","47.17","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01212","Cabbages","2024","2024","ha","5684","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01212","Cabbages","2024","2024","t","76978.5","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01251","Carrots and turnips","2024","2024","ha","5249","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01251","Carrots and turnips","2024","2024","t","46347.31","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","93511","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01520.01","Cassava, fresh","2024","2024","t","1301324.78","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21512","Cattle fat, unrendered","2024","2024","t","1216.05","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","ha","2153","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","9099.85","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01610","Coffee, green","2024","2024","ha","15432","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01610","Coffee, green","2024","2024","t","17839.78","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","t","8418.84","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","t","2377.51","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","t","317.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","t","465.41","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01233","Eggplants (aubergines)","2024","2024","ha","9578","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01233","Eggplants (aubergines)","2024","2024","t","83501.11","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21511.01","Fat of pigs","2024","2024","t","476.93","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2024","2024","t","17036.27","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21515","Goat fat, unrendered","2024","2024","t","332.85","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0142","Groundnuts, excluding shelled","2024","2024","ha","30663","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0142","Groundnuts, excluding shelled","2024","2024","t","14393.94","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0231","Hen eggs in shell, fresh","2024","2024","t","7754.32","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5513","Production","0231","Hen eggs in shell, fresh","2024","2024","1000 No","221552","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2024","2024","ha","14956","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01254","Leeks and other alliaceous vegetables","2024","2024","t","2559.68","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01322","Lemons and limes","2024","2024","ha","1453","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01322","Lemons and limes","2024","2024","t","6121.83","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","342024","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0112","Maize (corn)","2024","2024","t","627086.15","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2024","2024","ha","597","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01316","Mangoes, guavas and mangosteens","2024","2024","t","5249.88","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","t","42094.2","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21121","Meat of chickens, fresh or chilled","2024","2024","t","15043.11","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21116","Meat of goat, fresh or chilled","2024","2024","t","11887.54","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","t","7948.81","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21114","Meat of rabbits and hares, fresh or chilled","2024","2024","t","2646.16","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21115","Meat of sheep, fresh or chilled","2024","2024","t","2420.13","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2024","2024","ha","2424","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2024","2024","t","1997.45","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","02910","Natural honey","2024","2024","t","5676.92","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","ha","3227","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","t","30670.23","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01323","Oranges","2024","2024","ha","1686","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01323","Oranges","2024","2024","t","3227.65","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01241.90","Other beans, green","2024","2024","ha","958","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01241.90","Other beans, green","2024","2024","t","7422.99","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01359.90","Other fruits, n.e.c.","2024","2024","ha","11281","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01359.90","Other fruits, n.e.c.","2024","2024","t","84067.13","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","ha","55","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","t","138.07","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2024","2024","ha","2110","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01319","Other tropical fruits, n.e.c.","2024","2024","t","25582.19","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2024","2024","ha","10583","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","74756.14","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01317","Papayas","2024","2024","ha","15","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01317","Papayas","2024","2024","t","133.73","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01705","Peas, dry","2024","2024","ha","19015","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01705","Peas, dry","2024","2024","t","12218.26","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01651","Pepper (Piper spp.), raw","2024","2024","ha","782","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01651","Pepper (Piper spp.), raw","2024","2024","t","2776.12","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01318","Pineapples","2024","2024","ha","5730","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01318","Pineapples","2024","2024","t","22427.56","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01510","Potatoes","2024","2024","ha","104518","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01510","Potatoes","2024","2024","t","827355.28","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01235","Pumpkins, squash and gourds","2024","2024","ha","51880","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01235","Pumpkins, squash and gourds","2024","2024","t","269329.2","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01930.02","Pyrethrum, dried flowers","2024","2024","ha","3907","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01930.02","Pyrethrum, dried flowers","2024","2024","t","1132.29","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","02951.01","Raw hides and skins of cattle","2024","2024","t","6080.27","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","02954","Raw hides and skins of goats or kids","2024","2024","t","2615.26","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","02953","Raw hides and skins of sheep or lambs","2024","2024","t","558.49","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","02211","Raw milk of cattle","2024","2024","t","190796.31","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","02292","Raw milk of goats","2024","2024","t","49438.01","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","02291","Raw milk of sheep","2024","2024","t","5213.31","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0113","Rice","2024","2024","ha","34551","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0113","Rice","2024","2024","t","141932.4","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01921.01","Seed cotton, unginned","2024","2024","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01921.01","Seed cotton, unginned","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","21514","Sheep fat, unrendered","2024","2024","t","79.12","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0114","Sorghum","2024","2024","ha","154724","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0114","Sorghum","2024","2024","t","187766.21","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0141","Soya beans","2024","2024","ha","72087","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0141","Soya beans","2024","2024","t","36704.73","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01802","Sugar cane","2024","2024","ha","7279","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01802","Sugar cane","2024","2024","t","156258.74","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01530","Sweet potatoes","2024","2024","ha","179717","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01530","Sweet potatoes","2024","2024","t","1398268.09","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01550","Taro","2024","2024","ha","28816","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01550","Taro","2024","2024","t","203676.06","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01620","Tea leaves","2024","2024","ha","35050","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01620","Tea leaves","2024","2024","t","160591.77","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01234","Tomatoes","2024","2024","ha","10046","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01234","Tomatoes","2024","2024","t","80525.48","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01970","Unmanufactured tobacco","2024","2024","ha","4064","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01970","Unmanufactured tobacco","2024","2024","t","4684.49","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0111","Wheat","2024","2024","ha","12910","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0111","Wheat","2024","2024","t","16416.6","A","Official value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01540","Yams","2024","2024","ha","6439","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01540","Yams","2024","2024","t","57418.93","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","02960.01","Beeswax","2024","2024","t","156.02","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01702","Broad beans and horse beans, dry","2024","2024","ha","28252","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01702","Broad beans and horse beans, dry","2024","2024","t","14085.7","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01212","Cabbages","2024","2024","ha","50","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01212","Cabbages","2024","2024","t","340","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01372","Cashew nuts, in shell","2024","2024","ha","13500","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01372","Cashew nuts, in shell","2024","2024","t","2800","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","262326","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01520.01","Cassava, fresh","2024","2024","t","2855435.8","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","21512","Cattle fat, unrendered","2024","2024","t","405.97","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01199.90","Cereals n.e.c.","2024","2024","ha","17550","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01199.90","Cereals n.e.c.","2024","2024","t","15905.76","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","ha","950","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","t","4322.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","ha","29121","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","35477.8","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01640","Cocoa beans","2024","2024","ha","198714","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01640","Cocoa beans","2024","2024","t","93749.6","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01460","Coconuts, in shell","2024","2024","ha","7744","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01460","Coconuts, in shell","2024","2024","t","7837.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01610","Coffee, green","2024","2024","ha","1499","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01610","Coffee, green","2024","2024","t","2208.05","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01232","Cucumbers and gherkins","2024","2024","ha","46477","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01232","Cucumbers and gherkins","2024","2024","t","184938.7","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","t","3383.06","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","t","392.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","t","82.69","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","t","376.03","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01233","Eggplants (aubergines)","2024","2024","ha","420","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01233","Eggplants (aubergines)","2024","2024","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","t","10","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5513","Production","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","1000 No","250","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","21511.01","Fat of pigs","2024","2024","t","101.59","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2024","2024","t","3421.55","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","21515","Goat fat, unrendered","2024","2024","t","39.21","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","0142","Groundnuts, excluding shelled","2024","2024","ha","125530","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","0142","Groundnuts, excluding shelled","2024","2024","t","101388.6","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","0231","Hen eggs in shell, fresh","2024","2024","t","11579.76","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5513","Production","0231","Hen eggs in shell, fresh","2024","2024","1000 No","246378","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01379.02","Kola nuts","2024","2024","ha","19417","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01379.02","Kola nuts","2024","2024","t","4790.3","A","Official value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01704","Lentils, dry","2024","2024","ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01704","Lentils, dry","2024","2024","t","2600","E","Estimated value",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","16108","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","0112","Maize (corn)","2024","2024","t","27442.91","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2024","2024","ha","10226","I","Value imputed by a receiving agency",""
